country,year,sex,cause,age_group,death,
Canada,2009,total,I055,0,8.2,
Canada,2009,total,I056,0,0,
Canada,2009,total,I057,0,0,
Canada,2009,total,I058,0,46.08,
Canada,2010,total,I000,0,1902,
Canada,2010,total,I001,0,4.110000000000000,
Canada,2010,total,I002,0,0,
Canada,2010,total,I003,0,7.17,
Canada,2010,total,I004,0,0,
Canada,2010,total,I005,0,0,
Canada,2010,total,I006,0,12.33,
Canada,2010,total,I007,0,0,
Canada,2010,total,I008,0,0,
Canada,2010,total,I009,0,0,
Canada,2010,total,I010,0,0,
Canada,2010,total,I011,0,0,
Canada,2010,total,I012,0,0,
Canada,2010,total,I013,0,0,
Canada,2010,total,I014,0,0,
Canada,2010,total,I015,0,0,
Canada,2010,total,I016,0,0,
Canada,2010,total,I017,0,0,
Canada,2010,total,I018,0,0,
Canada,2010,total,I019,0,0,
Canada,2010,total,I020,0,0,
Canada,2010,total,I021,0,0,
Canada,2010,total,I022,0,2.04,
Canada,2010,total,I023,0,12.28,
Canada,2010,total,I024,0,6.17,
Canada,2010,total,I025,0,0,
Canada,2010,total,I026,0,25.650000000000000,
Canada,2010,total,I027,0,0,
Canada,2010,total,I028,0,0,
Canada,2010,total,I029,0,0,
Canada,2010,total,I030,0,39,
Canada,2010,total,I031,0,0,
Canada,2010,total,I032,0,0,
Canada,2010,total,I033,0,0,
Canada,2010,total,I034,0,13.33,
Canada,2010,total,I035,0,5.120000000000000,
Canada,2010,total,I036,0,5.14,
Canada,2010,total,I037,0,0,
Canada,2010,total,I038,0,0,
Canada,2010,total,I039,0,7.1900000000000000,
Canada,2010,total,I040,0,6.1500000000000000,
Canada,2010,total,I041,0,1.03,
Canada,2010,total,I042,0,5.13,
Canada,2010,total,I043,0,1.03,
Canada,2010,total,I044,0,2.04,
Canada,2010,total,I045,0,6.17,
Canada,2010,total,I046,0,0,
Canada,2010,total,I047,0,1.02,
Canada,2010,total,I048,0,5.13,
Canada,2010,total,I049,0,0,
